comment,sentiment
在演播室外面有一个洗胃团队随时待命,2
我至今还记得我的老爸他当时拿着已经泡好的酸菜牛肉面开心的吃着,2
真的勇士哪怕知道真相也一往无前,0
吃了又怎么样呢出问题前已经吃了这么多年了,0
上次吃到个没有酸菜包的还骂了他好久,0
葡萄酒制作也是古法的哈哈哈,2
315当晚我去食堂发现只有菜没有饭了想起来宿舍还有一包年前买的老坛酸菜突然觉得好久没吃泡面了就打了点菜回来吃泡面结果吃完不到一小时就看到这个新闻了内心真的五味杂陈就跟甘地讲的一样不知道的时候就觉得好吃但是知道之后想起那些画面已经不能再直视这个泡面了,0
肝帝别光吃面啊光吃面噎得慌喝口汤啊,0
庆幸我是东北人吃不惯老坛酸菜只有在这个口味刚出来时吃过一袋,0
酸菜包只是流出的很小一部分大头都送到全国各地各个饭店去了短期内最好还是不要吃酸菜类,0
爱之深恨之切那时我还热爱老坛酸菜这时我却被脚气给征服了,2
当初寝室里我干吃老坛酸菜然后菜包本来打算扔了的结果舍友拿走就这么直接吃酸菜包,0
我们还是会白嫖滴,2
在315前一天才旋了两桶老坛酸菜我说难怪吃完就拉肚子呢老坛酸菜未来十年都不会再吃了,0
还好喜欢的口味是小鸡炖蘑菇鲜虾鱼板番茄牛腩麻辣牛肉和香辣牛肉这几个口味也吃过老坛酸菜偶尔吃受到的伤害小点不过感觉都不如小时候口味好了,2
现在吃的都是没有酸菜包的酸菜牛肉面,0
康师傅名言让我看看那个小可爱在嘴馋,2
董哥这么久没来你又变强了,0
肝帝不愧业绩第一真的什么都敢干啊,2
还好我最不爱吃的就是老坛酸菜作为湖南人我只喜欢麻辣和爆椒牛肉面,2
足时发酵这酸爽不敢相信,2
有没有人像我一样吃老坛酸菜从不放酸菜包的,0
这个发型像iphone刘海屏,2
315直播那天晚上我正在吃康师傅老坛酸菜面当时没去关注直到第二天看微博热搜才知道这件事,1
兔兔可爱捏失判之名还得是我肝帝,2
我觉得up说的很有道理还是要透过现象看本质我的父母之前都是农民务农不光辛苦还有很多不确定的因素比如价格天气以及肥料等一些成本有可能辛辛苦苦几个月因为一场雪所有的努力都成了泡影还有价格问题今年市场行情好了这种蔬菜特别少那就可能赚几万块但明年呢有可能行情又不好了前一年赚的又赔了进去这是常有的事正是因为这种辛苦不确定性所以现在很多的人都不愿意务农都觉得上班一个月赚个几千比务农好,0
每次吃泡面基本上只吃红烧牛肉面老坛酸菜我就几年前吃过一次感觉不好吃之后一次都没吃过逃过一劫了属于是,0
我一个月前买的5袋吃过没几天出这新闻我人都傻了胃疼几天,0
泡面来咯菜都齐了怎么还不吃啊,0
果然现在热度是榨菜开始降温乌克兰跟实验室心医厉害,0
老脚酸菜,2
当年就称他为老坛酸菜脚指甲面没想到当年戏言成真了,2
大学四年课多的时候不去饭堂就去超市买泡面我爱吃辣老坛酸菜就是辣的所以每次都是吃老坛我同学他们不吃辣的反而不会去吃老坛我就笑他们狗都不吃不辣的现在想想狗都不吃老坛,0
好像前些年好多人闻到或吃到怪味都说一句这酸爽现在一看好家伙都是大预言家,2
以前贼爱康师傅老坛酸菜牛肉面,0
好家伙我以前每次吃这个玩意都会肚子疼我还以为是我体质太差了,0
明知不卫生为啥还要去吃,0
万一吃下去长头发了呢,0
我还有一箱314买了一箱而且我准备给他吃完,2
有没有一种可能刘墉平时吃的比我们吃的干净,0
你真敢吃我就真三连,0
人人都笑庸子人人都是庸子干净又卫生啊兄弟们,2
以后再也不吃外边的酸菜了谁知道还流向哪儿了,0
这么有趣的人居然没在我的关注列表这踏马合适吗还有没有天理,0
面应该没啥问题主要是嫩个酸菜不放酸菜还是可以吃的所以我选择白象,0
我对腌制类天生抵触所以没接触过就连应急时候我都是把酸菜包给扔了泡面有花生油放花生油没有就放他们的油包一点点一点就够味了泡面这种高油高盐调料从来没加完过顶多也就一个手指头这么大的勺子,0
说老实话批量酸菜这种土坑薄膜做法从小见过的就是这么做的几十年了从小吃到大这脚丫子和烟头啥的其实都还算是干净的了其他的什么做酱油做豆瓣酱做豆腐干的比这脏百十倍,0
我在爆出这件事的前一天也泡了两袋吃,0
作为一个四川人我基本不吃老坛酸菜口味儿的因为我家自己有泡菜你那个量又少也感觉不正宗,0
看了后面表我放心了肝帝是自愿的,2
高三下完晚自习回宿舍最喜欢吃的泡面老坛酸菜牛肉面而且还得是康师傅统一都不够味有时候比较饿的时候还喜欢加条双汇火腿肠,2
前略深度腌渍发酵的食品在初步加工阶段有脚踩或者口嚼之类的操作并非不可接受但是具体生产方法没有跟随生产力大环境同步现代化就很有问题了而且还有烟头什么的完全是恶劣的思想态度的问题,0
以前吃酸菜泡面有时候总感觉有沙一样看样子不是错觉,0
还会有下期吗是不是准备换人了,0
老家腌制咸菜都是用脚踩的喜欢吃酸菜鱼的朋友不要笑,2
这么多年了最爱吃的就是炒酸菜面最喜欢的就是双汇盐水肠得,2
就没有没有吃过酸菜泡面的同学么我高中吃泡面也只吃麻辣味因为闻过其他人吃发散出来过的味味儿太大了相同的还有大蒜我自己偶尔做饭也从来不放其他的饭有就尽量挑出来不过不知道其他途径的有没有问题我前几月常吃的青花椒鱼外卖里也有酸菜然后最近都没敢再吃,0
我印象里吃过老坛酸菜每吃一次肚子不舒服一次胃液翻腾的感觉,0
还好我不喜欢吃酸菜面主要是每次坐火车好多人吃不喜欢这个气味但是酸菜鱼我经常吃,2
这个东西被曝光出来了才得到被重视那如果没曝光的呢还有生活中的那些外卖店,0
之前就觉得康师傅的老坛酸菜有股怪味但是说不出来后面上一个吃了几次统一的感觉统一还好结果315出这玩意,0
打我吃方便面那天起我就从来没放过菜包我挑食我骄傲,2
突然想起单位前段时间为加班员工发了好几箱桶装方便面全是老坛酸菜我吃得最多,0
让我看看是哪个小可爱在嘴馋,2
2013年我和我爸一起开货车的时候就拉过酸菜宁波慈溪拉到苏州的在装货的地方都是土坑腌制的远远的就能闻到那种味从那以后我都没吃过酸菜,0
那个川其实是艺术字写的是脚丫的丫,1
吃老坛酸菜面多是一件美逝,2
爱吃酸菜鱼常吃方便面但方便面我就是不爱吃老坛酸菜口味的真好,2
每次有人吃老坛酸菜面我都会闻到一股味道像泔水一样我在大学的时候第一次吃泡面吃的白象后来吃了舍友的康师傅感觉不太行那天以后吃泡面就只吃白象了,0
倒爷看准了这玩意以后肯定绝版我这里还有一箱找我我便宜出买不了上当买不了吃亏,0
改行做吃播吧对了你忘了放双汇的火腿肠,0
干净又卫生啊兄弟萌,2
其实主要是酸菜大可不必泡面直接吃酸菜呀,1
刚刚我去家旁边的便利店还摆得满满的头太铁了,1
哈哈哈你就算吃了臭脚丫子做的酸菜泡面爷也不会三连滴,0
其实蔬菜包也不怎么干净的大家吃面尽量不要放,0
058扣绿把酸菜包也扣掉了,0
我其实也突然好奇你们的团队的工作时长,0
其实没有那么夸张我前两天就吃了现在也氵,1
从小就不爱吃酸菜就觉得一股怪味原来是脚丫子味啊,0
其实吃也没啥毕竟这么多年都过来了,2
哕其他UP主不得也来挑战吗看肝帝有多少投币的,1
别光吃面呀多来几口酸菜,2
我吃泡面喜欢吃香辣的老坛酸菜的吃的少主要是因为它比较辣,2
康师傅统一今麦郎吃不下去饭吃我啊,0
卧槽真吃娱乐至死了,0
边吃白象边看老坛,2
说到脚丫子突然想起来以前看到的纪录片法国葡萄园人们会用脚踩葡萄榨汁的方式制作葡萄酒用来庆祝丰收当时就觉得好脏啊,0
其实吧就是脏了一点没曝光谁也不知道是啥味道就像前些年的麦当劳肯德基一个样一段时间大家都淡忘了想要安全健康还是要自己亲手下厨提倡全民自己做饭不下馆子才是真正的绝对安全放心,0
该吃吃该喝喝真要卫生回村里种地去样样环保卫生说白了卫生是有钱人该考虑的普通人就不要有这么奢侈的想法了剪刀差什么的你也改变不了除非你懂的,0
让我看看是哪个小可爱在嘴馋,2
突然想起来之前坐火车吃了桶酸菜的泡面结果上吐下泻两天,0
哈哈我十年没吃过酸菜了也不喜欢火腿肠,2
恭喜苏炳添httpsb23tvBV1Y3411s7vb,2
华农泰山太古汇超市还可以买到勇得很,2
没有必要不能投币家人们不要让他卷,0
别光吃啊来口汤,2
这币我投还不行吗不至于不至于,0
正宗老痰足时发酵,2
苹果果农五毛六毛一斤到顾客手上最便宜也要五块一斤养殖场天天说猪肉卖不出去结果顾客要十七块一斤才能买到中间商拿太多就只能导致卖家只想去降低成本买家只想把价格实惠拿到手结果是质量越来越差反而食品安全没有那么重要了哈哈哈笑死我了,0
这就买一箱收藏坐等升值,2
还好不喜欢这味道每次吃都觉得怪怪的,0
这喝汤啊多试一件美逝,0
不至于啊一个个的不知情前不还是吃的香,0
脚踩都是轻的感觉这种路边土坑菜有些就上面遮一下还没遮严实鸟拉屎路扬尘雨水哗哗混着土流进去但愿这些种菜基地用化肥而不是农家堆肥,0
记得小时候说麻花是人用脚踩的不一样吃的一个劲互联网没有记忆,0
这只是曝光出来的没曝光出来的我们还不是吃的美汁汁,0
我踏马还专门买一瓶瓶装的老坛酸菜,2
看在脚气即将长嘴里的份上就给你点个赞吧,2
太狠了吃完来我这看看吧,0
我已经无感了反正之前也吃过那么多了我不知道还有多少企业是隐藏在暗处的插旗在国内得过且过吧,0
不知道是我心大还是什么的ex归ex还是先吃完处理了再说毕竟我一般都买白象以及几杯日清用来解馋还好没吃出什么大毛病但肯定不会再买统一康师傅的了毕竟贸工技技工贸哪个更做人,0
早知道吃个老坛酸菜面就有这么多人投币315那天我就该早点去超市把老坛酸菜面全买回家,0
其实我觉得挺好吃的315之前每周一盒现在吐还来得及吗,2
其实仔细看酸菜包底下有一行小字冲泡前取出滤水后加入,1
放心已踩明明不干净不卫生不安全为啥还要吃恶俗蹭热度利润低不等于就要放弃食品安全和良心不然白象怎么就能做说白了还是资本与贪婪犯罪成本低道德操守低另外资本赚的钱也到不了农民手里,0
有没有可能泡椒牛肉面也是这样的,0
原来说脚丫子是老坛酸菜味不是比喻啊,0
你可以吃出口版的那个品质好,2
知道了还敢吃也是有勇气的我现在都无法直视了,0
大家不要光看方便面其实在外面的酸菜更多你想想酸菜卖给方便面的才占多少,0
我们的酸菜是春季剩余的青菜和雪里蕻之类的叶菜先清水池塘后家里自来水洗再晒半干下大陶缸加盐腌制而成每年做1个缸能持续几个月不等的吃小时候寄宿学校的主菜之一下脚踩和脏乱差直接是当事人的问题间接问题我感觉是量走大了定价却持续下降的问题导致品质难保再不曝光后面可能有危害人身的事发生,0
半夜两点离谱的是还有2000人在和我一起看,0
还得是这样的酸菜好便宜吃得起吃不出任何问题,0
还好我从不吃老坛酸菜我喜欢海鲜味,2
我吃拉面也拉肚子不会拉面也有问题吧,0
之前高铁上吃老坛酸菜闹肚子很严重拉快虚脱了还以为我吃不得方便面可是我吃别的方便面什么事都没有以前还挺喜欢老坛酸菜的味现在想来浑身口区,0
老坛酸菜的酸菜包一直都有一股臭味和酸豆角的完全不一样打开过一次磅臭后再没吃过,0
我靠我一下想起来我还有500多的酸菜鱼连锁店的会员卡没用完呢这要是大部分酸菜都去酸菜鱼店里了,0
前两天我爸做了两顿酸菜泥鳅我和我爸都爱吃本地自制散装酸菜问题不大但还是心理不舒服然后和我爸说看315的酸菜了么我爸说本地脚踩的问题不大还是真香吃完了,0
幸好我对葱姜蒜过敏泡面口味我唯一不吃的就是老坛酸菜和汤达人系列只能说不吃葱姜蒜让我身体素质差但是老话说得好塞翁失马焉知非福,0
之前就发现过有问题酸菜包里吃出过一根牙签样的东西当时还寻思这是不是捆酸菜的绳子什么的处理的不够干净想在想起来细思极恐赶紧去买了两箱子白象太吓人啦不能多想,0
逻辑不对吧这么一小袋酸菜成本有多高想吃到干净卫生的酸菜为此两块五一包的方便面涨到六七块对这期视频很失望,0
我建议给肝帝增发补充养老这波对身体损伤很大包括精神损失,2
别光吃啊喝口汤这喝汤多是一件美逝啊,2
酸菜还得自己家腌自己的脚吃的放心,2
反正我现在看见这些带包装的食物心里有阴影了总担心里边藏着细碎的脚皮,0
有意思的观点涨价可以那你质量可以跟上出口挣得钱多有多少出口的食品安全这能不能算是投毒还是说必须有人出事才能重视我们普通人有什么地方可以投诉只要有奖励你看看人民战争是动不起来了吧还是说食品安全问题只知道315热线其它方法不明但问题是有用吗各地执法力度质量还是还记得三鹿奶粉吗30万婴儿受到伤害影响6名婴儿去世董事长被判无期入狱12年减刑三次快要出来了儒以文乱法侠以武犯禁出自韩非子五蠹刑赏之本在乎劝善而惩恶出自贞观政要卷八论刑法,0
泡完到开吃中间黑了一段剪过严重怀疑存在暗箱操作白嫖了,0
农产品价格可以上去那我们的工资能上去吗,1
里面应该也有不少虫子的毕竟是夏天的露天土坑里面估计啥虫子都有,0
住手啊酸菜不要加开水要干吃,0
那个国外葡萄酒也是用脚踩滴,2
我以前吃这个面的时候酸菜全让同学当小菜了,0
堪比咬打火机的狠活,1
腌制的工业食品基本都不卫生和小厂的辣条一个概念反正我是很久没吃过这些玩意儿了,0
牛批半桶留着下期吃,2
我不想投主要手逼的用脚投了,0
我tm原来最喜欢吃这味疫情一来就屯个两大包酸菜味tnnd,2
我已经不记得是不是吃过老坛酸菜了现在想想我tm就是吃过老坛酸菜我也会强迫自己装死想不起来,0
第一个投币,1
我还有700多个币给你2个没问题,0
从第一次吃酸菜面我就腹泻所以这辈子我就吃过不到十次酸菜面不过酸菜鱼不算奥那确实挺香虽然吃完该喷还得喷,0
别蹭了行吧,0
最近嘴里得了脚气这玩意是真不好治我舍友不爱吃老坛酸菜面舌头却也长了脚气难道是能空气传播也可能是我们玩耍的时候不小心碰到了吧,0
我小区门口商店居然还有很多好东西要一起分享你们要吗,0
已经10多年没吃过方便面了无论什么牌子什么面都不如我一个煎鸡蛋一挂小白面来的实在,0
康师傅的酸梅汤每次喝都感觉有一股烟灰缸味难道,0
祝你买方便面没有调料包世上最美好的祝福,2
前几天还吃了一桶现在看到酸菜牛肉面就想到那个视频就,0
2014年吃了一次康师傅的老坛酸菜面半个小时就上吐下泻当天晚上在医院急诊折腾到了430从此再也不吃方便面了,0
就知道蹭热点,1
确定不喝一口吗洗脚水才是最够味的,1
建议各位吃泡面的兄弟们吃白象的康师傅的不靠谱儿,0
幸好我不喜欢吃以前吃过一两口觉得不好吃就再也没吃过了,0
一时间吃别人的洗脚水竟成了一种时尚引得人们纷纷效仿,0
我很不能理解这跟老八吃秘制小汉堡有什么区别真就为了火而无下限呗,0
弱弱的问下这个算观式霸凌吗,0
吃方便面不喝汤的集合一下,0
会员制,2
康师傅面饼干的时候很黄一泡就很白很白emm白象不香吗,0
人人都笑庸子结果自己吃的还不如庸子,0
前面这边还有很多老坛酸菜面老板说面是无辜的把酸菜包丢掉就行了,0
以前吃老坛酸菜我可是连汤都要喝掉的啊,0
这东西我以后再也吃不了了因为每一口都会让人想起光脚踩酸菜那画面各种烟头毛发痰口水,0
幸好小时候我连吃泡面的钱都没有,0
怎么说呢你不让我看我还是会吃的但经过这次估计很长时间我都会把酸菜与脚丫子联想在一起了,0
搞农地承包的或种菜来卖的农人基本都有自己的自留菜地光鲜靓丽的背后是有代价的但城里人即使知道你也不可能自个种菜吃,0
每次吃泡面一点汤都不会留我都吃了个啥,1
酸菜不是直接放的包裝上標示了要濾水后加入,0
我觉得这活不够狠你要一边吃一边看土坑视频那才酸爽,0
弹幕笑死我了UP打开酸菜包后闻了下弹幕飘来34岁43码汗脚好家伙缉毒犬都没这么牛,0
我吃方便面从来都不放调味料和料包,0
这秃子,0
你只看到了肮脏的康师傅却没看到315赞助商鲜血染红的拼多多商标,0
这一款面我好多年前吃过一次就放弃了总觉得不是广府的味道不太习惯直到现在是广府的味道习惯拯救了我,2
董老师求你了以后币我一定投就别整这种活为难自己了注意身体,0
还好我不喜欢是老坛酸菜牛肉面也好久没吃泡面了就算吃酸菜包也不想放那种,0
pdd没上315也是滑天下之大稽,0
作为在相关行业工作过的人我诚心劝说各位不要吃外面的卤菜和腌制食物想吃自己做要不然我就随便说几个如果你买过外面的梅菜扣肉之类的东西那你一定吃过泥沙虫子如果你买过外面的肚子猪鸭鸡鹅肠之类的卤菜那约等于你一定吃过老八美食,0
别光吃面来的酸菜喝点汤,2
康师傅不来结算一下广告费,0
人人笑刘庸人人是刘庸,2
方便面康师傅的确实比统一的好吃些个人喜欢口味藤椒老鸭汤麻辣竹笋麻辣牛肉海鲜酸菜方便面的调料包有些人觉得不干净可以不放但是你都穷得吃方便面了还在乎什么干不干净听说过一句话没有不干不净吃了没病,1
这玩意以前吃着没问题现在在吃就有些奇怪了我觉得以后此味道的商品会消失毕竟这后遗症太大了看见这玩意就想到了烟头和脚丫子,0
行行行我错了我改正快放下,0
现在人太讲究卫生了我小时候吃的床头工艺散装大头菜腌制好像都是脚踩的虽然刚听到很恶心买回来洗洗还是照吃了一是没亲眼看到二是比袋装榨菜好吃可以炒菜或者直接吃,0
我想起我寒假吃统一的酸菜面贾玲代言的那个超大包吃完冒痘冒了一周但是我之前吃爆辣的一个鱼的零食都没这个严重我妈吃完也是冒痘冒了一周只有我长可能是青春期我妈也长就是面有问题,0
干净又卫生啊,2
不配点卤蛋鸡爪子火腿肠再来点饮料好丽友,0
丝毫不夸张2010年去北京玩在宾馆里吃过人生第一次老坛酸菜面中午吃完下午连拉带吐从此以后再也没吃过这面现在回想起来你知道一碗老痰对一个12岁的孩子有多大的心理伤害吗,0
桶面用的料好便宜的那种才是老坑的,2
有没有一种可能所有能买到的酸菜都是这样腌制的,0
这老坛酸菜十分滴珍贵应该让肝帝先吃,2
不喜欢吃泡面更是从未吃过老坛酸菜面,0
别糟蹋粮食都吃了吧我三连了,0
我估计现在食品行业一大半都存在卫生问题真要计较卫生问题也没啥吃的了就睁一只眼闭一只眼将就着过吧有能力还是尽量自己做着吃,0
右下角小字请清洗后再用,0
评论区里到底是哪个小可爱在嘴馋,1
真厉害您不怕嘴上长脚气吗,0
幸好我从来不吃老坛酸菜面但是以后康师傅和统一都告辞了白象已经买了三大包不同口味的,1
刘墉表示老坛酸菜面还是嫩了点,0
谁说在印度的才算刘墉,0
我小时候得的胃炎后来导致胃吃不舒服的就特别疼疼的弓着腰满头汗的那种这里给大家避个雷小时候那种五毛一袋的辣条吃了就疼受不了的那种卫龙前些年一吃就疼20年吃过一次好像没事了康师傅西红柿鸡蛋面别吃一共吃过两次吃一次吐一次莫名其妙的恶心然后胃疼这个老谭我压根就没吃过还有一个最近新包装的和辣条一样不过他是串用签子串的三块钱一袋吃完第二天我就去医院了医生跟我说别乱吃东西你这个胃现在就是食品检验标准吃了自己难受自己知道,0
酸菜算啥啊酸菜都算干净了各位要是知道油包里有啥哪怕不是要吐出来,0
我唯一一次吃这玩意还是放了半瓶醋一块吃的汤都喝了下去,0
导演说吃了这个他们就再也不会白嫖了,0
康师傅统一真不敢吃了曝光出来的是酸菜那没曝光出来的呢以后只吃白象,0
其实可以不下酸菜就没有工伤了,0
不就是为了币嘛大可不必给你都给你,0
实话我3月15号晚上6点多上了一天班从超市买了一桶统一一桶半老坛酸菜觉得不够酸爽又买了一袋康师傅老坛酸菜面因为统一的桶大我可以一次性泡下桶面袋面酸菜我吃一个放一个发现康师傅的酸菜更酸爽好吃一些对了我还在超市买了两根双汇王中王,2
他们都说201几年的时候就被爆了咋说没有10年也有8年了我那时候不知道就爱吃老坛酸菜如今就是加上了点心理因素不过我以后不会吃了,0
我刚买的双汇火腿肠还是大的,2
我他么吃了好几年各种泡的干拌的以前吃泡面都跟别人说我只吃含有酸菜的,0
从小到大十几二十年吃过的次数不超过10次我是一闻到那个味道就不适的那种,2
这可能是你硬币最多的一期节目了没有之一,0
讲个笑话恒河水遇见老坛酸菜泡面干净又卫生啊兄弟们刘庸干净又卫生,2
开启转型吃播了,2
谁说在印度的才算刘墉,0
我多年前好像是吃过一次不过当时就咽不下去我记得是倒掉了,0
算是限量版了没当粉丝福利抽了我是不认可的,0
爆出来之前都吃的挺好爆出来之后就各种脚丫子味以前怎么没人说真看乐了,2
真的猛士你三连有了不过用这种方式要你们这自媒体行业也真的卷,0
是肝帝也是肠帝,0
以前吃老坛酸菜我都是把酸菜包扔了的,0
高中的时候每次吃都会拉肚子后来再也没吃过了,0
pdd没上315也是滑天下之大稽,0
哈哈哈老坛酸菜牛肉面这酸爽不敢相信,2
现在还有酸菜的方便面可以吃吗,0
康师傅好滋味绿色包装的排骨面好吃啊,2
之前吃酸菜牛肉面我都会把酸菜包挑出来攒个45包一口气吃掉,2
还好我就不喜欢吃这个口味我都是卤香牛肉面鲜虾鱼板面这些吃的多点现在都是囤白象汤好喝白象也想不到怎么我就被人捧上来了,0
其实农业我同意温铁军老师的观点就是农产品由镇府高价收购然后补贴底价格出售这样农民保住利益基本农产品也不会暴涨,0
我最喜欢的就是酸菜方便面脚踩的俺也吃,2
两个币给了别说新闻曝光了好多年前刚出酸菜味的时候就买了一次吃吃了一次从没吃过第二次了实在太难吃了什么黑暗料理味道什么人能吃这种味道的即食面他们平时吃的什么口味的东西,0
基本上你看见一只蟑螂就已经有数不清的蟑螂了,0
白象买不着算了我买五谷道场吧贵了点但是好吃中粮旗下应该没有日资吧,2
真不至于啊,0
你们摄像和后期万万没想到调料包和背景一个色,0
这就是up你消化道里充满脚气的原因吗,0
他这根本不是没利润更不是利润太低而是利润大头都被企业分了分给菜农的少本质是企业太贪婪不管怎样不买他们产品用行动投票,0
税钱消息,0
大家拿起自己的脚丫子沉浸式看视频,2
吃了这么多了真不差这一包,2
商品涨价就能提高质量吗这就如同让人花高价买恶人的良心一样,0
董佳宁我敬你是条汉子三连了,2
干净又卫生,2
有没有可能酸菜包是另买的,0
小时候我那边腌咸菜都是我们光脚跳到缸里踩的大人们在一边放盐,2
以前整活都是吃一些少见的或者大家不敢尝试的现在吃大家天天吃的也能整活,2
我现在连学校食堂的酸菜都觉得不对味了,0
看了这期视频我直接买了一箱白象,2
双汇火腿肠我以前还是很喜欢吃的但是从前几年开始我觉得它的质量变了变得很难吃我买两包吃了一根就吃不下去结果喂了狗子,0
董老师既然吃了呢我也要吃并在全公司推广,2
都在说公司难道工人就没有一点错吗食品安全跟他们都脱不了干系,0
老肝牛逼啊真不至于去医院洗个胃吧,0
如果换成是一群美少女用脚踩的老坛酸菜会不会吃起来就没有那么难受了甚至还会上瘾,2
说真的任何食品行业都能保证里面所有食品没人吐过痰扔过烟头甚至撒过尿吗我想起了我一个朋友说的话只要我不知道我就能吃的下去以前我们学校都有人把自己的尿倒进别人茶壶里就是觉得好玩,0
今天就不下次一定了币给齐了就当是医药费,0
我真的很喜欢吃老坛酸菜味的方便面没想到他们给我整这么一出康师傅统一你们要是不给我一个台阶下我是不会再买你们的老坛酸菜面的,0
我也喜欢吃老坛酸菜牛肉面以后咋办呀,2
去年夜班夜宵全是酸菜牛肉面我说怎么一直都没事儿就这半年就给我落下个慢性胃炎,0
说词呀干净又卫生,2
我这还有发到公司去上面写的送给我最亲爱的肝帝,2
一键三连了真的还是别为难自己了,0
我记得以前看到过土坑腌酸菜塑料薄膜破了里面发霉了还有蟾蜍什么在里面然后我就不吃外面的酸菜鱼了,0
只要不想Twogirlsandonecup我一样吃,0
本期不抽个几桶回馈粉丝吗,0
太好吃了有味,2
弹幕说东北酸菜的我建议大家夏天也别去市场买深水酸菜吃别问我为什么知道我就不细说了只能说有些深水酸菜比起南方土坑酸菜有过之而无不及夏天有白色蠕动物体东北人想吃自己家或者亲戚有腌酸菜的最好在外的没有尽量冬天买夏天宁可馋也别吃,0
让我看看是哪个DSB在嘴馋,2
今天没币了明天补上,1
大胆点儿所有酸菜都这个制法再大胆点儿所有酱料包都这个制法,2
吃什么面呀我直接把脚给你吃不更直接,0
国内的酸菜都不正宗了真正的正宗口味老坛酸菜你要在国外超市买的,0
然而学校超市里的老坛酸菜还在照样卖,1
就我一个不喜欢吃那酸菜吗家里之前买康师傅红烧牛肉面里面带那几包老坛酸菜面我都不吃酸菜我总觉得气味很怪只吃面和酱包,0
只有我纯粹因为不喜欢吃酸菜十年以来从来不没打开过酸菜包嘛,0
没怎么吃过酸菜面纯属是因为太辣了,0
我必须安利一波东北酸菜炝锅炼汤面条味道秒杀老坛酸菜,2
我突然觉得他们会把这面回收卖去印度既营养又卫生,0
刘墉吃的跟印度人吃的是一个标准可我们吃的跟外国人吃的是一个标准吗问插旗,1
这次活有点烂,0
之前吃康师傅老坛酸菜牛肉面我就总感觉酸菜包放下去那个味道就特别难吃酸菜也特别难吃跟菜市场的酸菜完全比不了人有时候就是得根据自己的第一感觉杜绝掉体验感不好的东西,0
身为一个湖南人真为这样的企业感到丢脸,0
顶不住了这币我给你还不行吗,0
有没有这样一种可能肝帝早就出来了然后工作室把他关在小黑屋让他做这个视频然后一直饿着所以肝帝才多吃了几口,0
董老师这一笑我就感觉国内版joker演员非董老师莫属了实在太过于本色出演完全有那股味儿了,0
以前想吃泡面了不知道吃啥就会吃老坛酸菜现在味儿真正,2
反驳博主观点1老坛酸菜方便面在国外的利润也没高多少你套入罚的重但是利润高其实不符合事实背景我们这边就是罚的轻利润高因为罚的轻啊利润当然高2美国补贴农产品那是实打实的地理优势超高产量日本是实打实的高售价可以补回来但是问题来了这期视频真的和农产品价格有半毛钱关系吗你拿老坛酸菜出来讲这是加工行业的问题你转移话题到农产品价格跑题太严重了吧对插旗酸菜就是缺少监管罚太轻了才会这样,0
我说我怎么小时候吃过第一口以后就最不喜欢老坛酸菜面原来是身体的自我保护,0
生活不易,2
只有点赞没有算了硬币压根不够省着点用,0
火腿肠超市全是双汇的我tm,0
吃第三口的时候我愿称之为恶堕,2
其实是心里作用大一些就像我自从知道了某个牌子的矿泉水是在厕所里的水龙头放出来过滤的我就在没敢买过,0
这要是用横河水泡就更地道了一口半个元素周期表那滋味,2
我以前就很少吃这个酸菜系列就感觉泡久了不好吃这下真是拯救自己了少吃原因还是因为老家老人会自己做酸菜觉得自己老家比较正宗,0
大家别问了宁哥还在厕所蹲着呢,0
现状就是我们老嘲笑日本啥都是神什么大米之神中菜之神其实这提现了日本对农民和底层劳动者的尊重每年日本都举行这种评比和大赛,2
这汤啊十分的珍贵应该让同志们先喝这喝汤多是一件美事呀,2
老铁们啊只有你们想不到的没有董叔做不到的还是那句话啊今天你董叔给你们表演一把吃老坛酸菜面奥利给干了兄弟们,0
刚买了两箱up推荐的方便面孩子很爱吃,2
还别说我以前吃过两次老坛酸菜面两次都是吃了浑身不舒服从此再也不吃老坛酸菜味儿了这次疫情上面发了20多箱泡面给我们抗疫用我去领的时候还特意挑了挑老坛酸菜一箱没领这算是避了个坑吧,0
幸好我平时吃老坛酸菜不放酸菜包,0
534,1
投了2个币币但是吃播面只啃了一半有没有找零,0
还好从来没吃过不过以后估计想吃也很难吃到了,0
他们老版居然还能出来道歉我还以为进去了,0
这一碗得顶我几年吃的亚硝酸盐啊,2
今天没有硬币了我明天补上先二连了,1
说真的菜再涨价就要吃不起了我这4线城市茄子五块一斤番茄六块一斤一块多的菜只有土豆和白菜猪肉也才十块一斤,0
没想到干净又卫生竟然是在说我们,2
干净又卫生,2
爆出来之前都吃的挺好爆出来之后就各种脚丫子味以前怎么没人说真看乐了,2
三步三的古义是泛指多步的意思脚踩多步我觉得他们已经把制作流程写的很详细了,2
肝帝下期还能再见到你吗,0
所有人都在说酸菜面可是没人在乎最后一段话哎蛮伤感的原来替农业说句话也那么难啊,0
浪费粮食也要重罚,0
这次活有点烂,0
给你个硬币算是赞助你的医药费啦,0
至于吗为了蹭热度也疯了吧,0
吓得我赶紧去超市购买一包走了几圈发现没有了可恨啊,0
Kindle盖面真的绝用pad太重用手机耽误玩800多买的盖面板还不得多用几回,2
有没有和我一样吃老坛酸菜面不加酸菜包的小伙伴,0
